family,condition_label,training_seed,simulation_seed,bias_percent,dropout_duration_s,drift_final_percent,post_step_load_Nm,b_fault_window_rmse,c3_fault_window_rmse,c3_minus_b_fault_window_rmse,favorable_c3_minus_b,b_overall_rmse,c3_overall_rmse,c3_sensor_fault_detected,c3_detection_latency_s,c3_reliability_entries,c3_post_event_reliability_entries,c3_sub_fraction,c3_frac_phys,c3_frac_main,c3_frac_aux,c3_frac_fb,c3_event_frac_phys,c3_event_frac_main,c3_event_frac_aux,c3_event_frac_fb,c3_recovery_events,c3_recovery_latency_s,c3_recovered_after_event
bias,bias_2.5pct,2028,59027,2.5,,,,1.5136589689973243,0.7933597285241265,-0.7202992404731978,True,10.850918716963191,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_2.5pct,2028,59028,2.5,,,,1.5429059867888313,0.7900981517556777,-0.7528078350331536,True,10.854735143280768,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_2.5pct,2028,59029,2.5,,,,1.501150774295119,0.620918563831918,-0.8802322104632009,True,10.85075734319578,10.837179257193565,True,0.020000000000000018,1,1,0.6655574043261231,0.33444259567387685,0.6655574043261231,0.0,0.0,0.005,0.995,0.0,0.0,0,,False
bias,bias_2.5pct,2028,59030,2.5,,,,1.3695967324067104,0.7601951286712975,-0.609401603735413,True,10.852886309243203,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2026,59026,5.0,,,,2.9167464419649014,0.25646438691589335,-2.660282055049008,True,10.96304073894853,10.814365654082673,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2026,59027,5.0,,,,2.8721068631341606,0.4674412071610659,-2.4046656559730946,True,10.948394812436153,10.81316138508455,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2026,59028,5.0,,,,3.0105549998719465,0.2864128856114756,-2.724142114260471,True,10.967425125603668,10.813439649260706,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2026,59029,5.0,,,,2.8965774899278793,0.8110631510172468,-2.0855143389106328,True,10.951210009135263,10.820978843196876,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2026,59030,5.0,,,,2.8015124287540205,3.2508110638308585,0.449298635076838,False,10.957212193236733,11.213940961846777,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,False
bias,bias_5pct,2027,59026,5.0,,,,2.8521908849976674,1.204317657764339,-1.6478732272333283,True,10.96649251856739,11.113450435001903,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,False
bias,bias_5pct,2027,59027,5.0,,,,2.819838072864789,1.1804335374140416,-1.6394045354507476,True,10.967499616883073,11.114936978544394,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,False
bias,bias_5pct,2027,59028,5.0,,,,2.924605565919411,0.7021171564645521,-2.2224884094548587,True,10.98090342085627,10.84242919138909,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2027,59029,5.0,,,,2.8763586966812094,0.5017481714859833,-2.374610525195226,True,10.962429012619472,10.823734336798125,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2027,59030,5.0,,,,2.82549362832851,1.5902289633332958,-1.2352646649952141,True,10.956848409831387,11.305131336789039,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,False
bias,bias_5pct,2028,59026,5.0,,,,2.8682533107188406,0.8761074641692915,-1.992145846549549,True,10.955970577879468,10.852147954612446,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2028,59027,5.0,,,,2.7569348566613945,0.7933597285241265,-1.963575128137268,True,10.941950213293246,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2028,59028,5.0,,,,2.9095988490714317,0.7900981517556777,-2.119500697315754,True,10.960449011865373,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2028,59029,5.0,,,,2.8432846178755615,0.6035809111952525,-2.239703706680309,True,10.95006527971361,10.839880100113486,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
bias,bias_5pct,2028,59030,5.0,,,,2.7486247387057006,0.7601951286712975,-1.988429610034403,True,10.955716608611866,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
combined_bias_load,combined_bias_15pct_load_0.15Nm,2026,59026,15.0,,,0.15,9.825961868702176,3.8470363413550253,-5.978925527347151,True,12.855297503548845,11.149697008237517,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.07653910149750416,0.4242928452579035,0.0,0.0,0.15282392026578073,0.8471760797342193,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2026,59027,15.0,,,0.15,9.715975788538477,3.918478026632494,-5.7974977619059835,True,12.810020421465918,11.158315447804867,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.10316139767054909,0.40099833610648916,0.0,0.0,0.19933554817275748,0.8006644518272426,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2026,59028,15.0,,,0.15,9.815687031260197,3.8346314338212215,-5.981055597438975,True,12.849692379878817,11.145627597242502,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08818635607321132,0.41264559068219636,0.0,0.0,0.1760797342192691,0.8239202657807309,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2026,59029,15.0,,,0.15,9.804809766608996,3.914326829327812,-5.890482937281183,True,12.84416742465252,11.158002032635467,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.09151414309484193,0.41098169717138106,0.0,0.0,0.17940199335548174,0.8205980066445183,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2026,59030,15.0,,,0.15,9.901535379173016,5.503216436659552,-4.3983189425134634,True,12.887988981797811,11.659906952748816,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2027,59026,15.0,,,0.15,10.196020497440397,2.6602909801463315,-7.535729517294065,True,13.013199942236714,11.258619982831009,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2027,59027,15.0,,,0.15,10.15416965226932,2.664848142349631,-7.48932150991969,True,13.000559713130933,11.26054457495862,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2027,59028,15.0,,,0.15,10.137821622241411,3.215705364255826,-6.922116257985585,True,12.9968574760929,11.073575321722123,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08319467554076539,0.4176372712146423,0.0,0.0,0.16611295681063123,0.8338870431893688,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2027,59029,15.0,,,0.15,10.195788620958554,3.1947409486164497,-7.0010476723421045,True,13.006149316720022,11.055006728276197,False,,1,0,0.6638935108153078,0.33610648918469216,0.24625623960066556,0.4176372712146423,0.0,0.0,0.16611295681063123,0.8338870431893688,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2027,59030,15.0,,,0.15,10.2221769354624,2.7609945839357564,-7.461182351526643,True,13.016905019062936,11.4601742361891,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2028,59026,15.0,,,0.15,9.78319398106083,3.849442930423383,-5.933751050637447,True,12.840781088155364,11.152220575219738,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08818635607321132,0.41264559068219636,0.0,0.0,0.1760797342192691,0.8239202657807309,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2028,59027,15.0,,,0.15,9.832628542182581,3.8946164476228136,-5.938012094559768,True,12.858922040677871,11.15920196798106,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.11314475873544093,0.3910149750415973,0.0,0.0,0.21926910299003322,0.7807308970099668,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2028,59028,15.0,,,0.15,9.826419489305676,3.774200199837911,-6.052219289467765,True,12.856597139965588,11.138520673516412,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.10149750415973377,0.39933444259567386,0.0,0.0,0.2026578073089701,0.7973421926910299,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2028,59029,15.0,,,0.15,9.839475529063586,3.7612655114369566,-6.078210017626629,True,12.861333525045643,11.136040231812672,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.1064891846921797,0.39600665557404324,0.0,0.0,0.20930232558139536,0.7906976744186046,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.15Nm,2028,59030,15.0,,,0.15,9.882188766254838,3.8395599794349784,-6.04262878681986,True,12.884383054573147,11.156711949697167,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.1064891846921797,0.39767054908485855,0.0,0.0,0.2059800664451827,0.7940199335548173,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2026,59026,15.0,,,0.1,9.400038445008082,3.2754566408232084,-6.124581804184874,True,12.694780790433246,11.057884981185367,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.1264559068219634,0.37437603993344426,0.0,0.0,0.25249169435215946,0.7475083056478405,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2026,59027,15.0,,,0.1,9.20724344687051,2.9215044833575328,-6.285738963512978,True,12.620427383887032,11.00421235500563,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.15307820299500832,0.35108153078202997,0.0,0.0,0.29900332225913623,0.7009966777408638,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2026,59028,15.0,,,0.1,9.35187934994459,3.0966995292404755,-6.255179820704114,True,12.675258022514509,11.030110340513852,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.14309484193011648,0.3577371048252912,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2026,59029,15.0,,,0.1,9.335814357464793,3.131219702759538,-6.2045946547052555,True,12.667941274640995,11.033481332409123,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.1464226289517471,0.3560732113144759,0.0,0.0,0.28903654485049834,0.7109634551495017,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2026,59030,15.0,,,0.1,9.35492692640227,4.258659560337593,-5.0962673660646765,True,12.681822842247126,11.395995687173295,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2027,59026,15.0,,,0.1,9.43604790097265,1.8243549684555764,-7.611692932517073,True,12.722855152510354,11.174925795174007,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2027,59027,15.0,,,0.1,9.388321283138216,1.8259986346657577,-7.562322648472459,True,12.709005037656913,11.176455509547951,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2027,59028,15.0,,,0.1,9.46104408892684,2.5709543311550416,-6.890089757771799,True,12.738729656301325,10.988880245124585,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.13976705490848584,0.3610648918469218,0.0,0.0,0.27906976744186046,0.7209302325581395,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2027,59029,15.0,,,0.1,9.454724603169383,2.580758331798841,-6.873966271370542,True,12.722682926945238,10.974388162968587,False,,1,0,0.6638935108153078,0.33610648918469216,0.30282861896838603,0.3610648918469218,0.0,0.0,0.27906976744186046,0.7209302325581395,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2027,59030,15.0,,,0.1,9.442812334374345,1.8659060571176453,-7.5769062772566995,True,12.718646446733105,11.36931858947459,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2028,59026,15.0,,,0.1,9.365448857806872,2.8511751620877224,-6.514273695719149,True,12.683823474040132,11.000997833035777,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.16971713810316139,0.33111480865224624,0.0,0.0,0.3388704318936877,0.6611295681063123,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2028,59027,15.0,,,0.1,9.176054415955317,2.9061429467600526,-6.269911469195264,True,12.613531945642615,11.007316234412675,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.21797004991680533,0.28618968386023297,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2028,59028,15.0,,,0.1,9.339267096086717,2.910229641438117,-6.4290374546486,True,12.673437474222338,11.00791819034315,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.1930116472545757,0.30782029950083195,0.0,0.0,0.3853820598006645,0.6146179401993356,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2028,59029,15.0,,,0.1,9.32024741713563,2.8848985906614666,-6.435348826474163,True,12.666155305734748,11.004285856161088,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.20133111480865223,0.3011647254575707,0.0,0.0,0.39867109634551495,0.6013289036544851,0.0,0,,
combined_bias_load,combined_bias_15pct_load_0.1Nm,2028,59030,15.0,,,0.1,9.348456845206243,2.9549417396739903,-6.393515105532253,True,12.683326963972345,11.020977769859318,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.20465890183028287,0.2995008319467554,0.0,0.0,0.4019933554817276,0.5980066445182725,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2026,59026,5.0,,,0.15,4.198626713394426,3.8470363413550253,-0.3515903720394009,True,11.21304979036764,11.149697008237517,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.07653910149750416,0.4242928452579035,0.0,0.0,0.15282392026578073,0.8471760797342193,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2026,59027,5.0,,,0.15,3.8331440715205334,3.918478026632494,0.08533395511196051,False,11.14346063991561,11.158315447804867,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.10316139767054909,0.40099833610648916,0.0,0.0,0.19933554817275748,0.8006644518272426,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2026,59028,5.0,,,0.15,4.475899936794307,3.8346314338212215,-0.6412685029730856,True,11.264727658526152,11.145627597242502,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08818635607321132,0.41264559068219636,0.0,0.0,0.1760797342192691,0.8239202657807309,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2026,59029,5.0,,,0.15,4.407921556906123,3.914326829327812,-0.4935947275783108,True,11.249736072479022,11.158002032635467,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.09151414309484193,0.41098169717138106,0.0,0.0,0.17940199335548174,0.8205980066445183,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2026,59030,5.0,,,0.15,4.236616512641509,5.503216436659552,1.2665999240180428,False,11.224432566962381,11.659906952748816,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2027,59026,5.0,,,0.15,4.546370102744107,2.6602909801463315,-1.8860791225977755,True,11.297318442586153,11.258619982831009,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2027,59027,5.0,,,0.15,4.487600235414959,2.664848142349631,-1.8227520930653283,True,11.28987265940096,11.26054457495862,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2027,59028,5.0,,,0.15,4.577893039973782,3.215705364255826,-1.3621876757179558,True,11.311104034815239,11.073575321722123,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08319467554076539,0.4176372712146423,0.0,0.0,0.16611295681063123,0.8338870431893688,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2027,59029,5.0,,,0.15,4.546370717368484,3.1947409486164497,-1.3516297687520344,True,11.289301228534182,11.055006728276197,False,,1,0,0.6638935108153078,0.33610648918469216,0.24625623960066556,0.4176372712146423,0.0,0.0,0.16611295681063123,0.8338870431893688,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2027,59030,5.0,,,0.15,4.556830093019057,2.7609945839357564,-1.7958355090833007,True,11.291858060951872,11.4601742361891,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2028,59026,5.0,,,0.15,4.293970993260672,3.849442930423383,-0.44452806283728874,True,11.23321073397293,11.152220575219738,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.08818635607321132,0.41264559068219636,0.0,0.0,0.1760797342192691,0.8239202657807309,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2028,59027,5.0,,,0.15,4.059321761058649,3.8946164476228136,-0.16470531343583517,True,11.188561408947578,11.15920196798106,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.11314475873544093,0.3910149750415973,0.0,0.0,0.21926910299003322,0.7807308970099668,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2028,59028,5.0,,,0.15,4.405626249132007,3.774200199837911,-0.6314260492940962,True,11.254040052870506,11.138520673516412,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.10149750415973377,0.39933444259567386,0.0,0.0,0.2026578073089701,0.7973421926910299,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2028,59029,5.0,,,0.15,4.530170317698205,3.7612655114369566,-0.768904806261248,True,11.278475547501886,11.136040231812672,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.1064891846921797,0.39600665557404324,0.0,0.0,0.20930232558139536,0.7906976744186046,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.15Nm,2028,59030,5.0,,,0.15,4.293818719526969,3.8395599794349784,-0.4542587400919902,True,11.239707799665913,11.156711949697167,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.1064891846921797,0.39767054908485855,0.0,0.0,0.2059800664451827,0.7940199335548173,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2026,59026,5.0,,,0.1,3.7465061753995594,3.2754566408232084,-0.471049534576351,True,11.132538714920893,11.057884981185367,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.1264559068219634,0.37437603993344426,0.0,0.0,0.25249169435215946,0.7475083056478405,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2026,59027,5.0,,,0.1,3.4354654749889426,2.9215044833575328,-0.5139609916314098,True,11.07831327463937,11.00421235500563,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.15307820299500832,0.35108153078202997,0.0,0.0,0.29900332225913623,0.7009966777408638,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2026,59028,5.0,,,0.1,3.688701936933217,3.0966995292404755,-0.5920024076927413,True,11.120933550514952,11.030110340513852,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.14309484193011648,0.3577371048252912,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2026,59029,5.0,,,0.1,3.6659489151765774,3.131219702759538,-0.5347292124170395,True,11.115587359474578,11.033481332409123,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.1464226289517471,0.3560732113144759,0.0,0.0,0.28903654485049834,0.7109634551495017,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2026,59030,5.0,,,0.1,3.5518681033911235,4.258659560337593,0.7067914569464695,False,11.104813070275341,11.395995687173295,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2027,59026,5.0,,,0.1,3.901029339361708,1.8243549684555764,-2.0766743709061313,True,11.175828518448778,11.174925795174007,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2027,59027,5.0,,,0.1,3.811487222652387,1.8259986346657577,-1.985488587986629,True,11.164721044402848,11.176455509547951,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2027,59028,5.0,,,0.1,3.903740497565251,2.5709543311550416,-1.3327861664102096,True,11.183799000303178,10.988880245124585,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.13976705490848584,0.3610648918469218,0.0,0.0,0.27906976744186046,0.7209302325581395,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2027,59029,5.0,,,0.1,3.8783774187023075,2.580758331798841,-1.2976190869034663,True,11.163771882901228,10.974388162968587,False,,1,0,0.6638935108153078,0.33610648918469216,0.30282861896838603,0.3610648918469218,0.0,0.0,0.27906976744186046,0.7209302325581395,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2027,59030,5.0,,,0.1,3.890198316220868,1.8659060571176453,-2.0242922591032224,True,11.166281608040405,11.36931858947459,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2028,59026,5.0,,,0.1,3.684981267115563,2.8511751620877224,-0.8338061050278407,True,11.124362044873392,11.000997833035777,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.16971713810316139,0.33111480865224624,0.0,0.0,0.3388704318936877,0.6611295681063123,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2028,59027,5.0,,,0.1,3.4668727448053924,2.9061429467600526,-0.5607297980453398,True,11.088316084060907,11.007316234412675,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.21797004991680533,0.28618968386023297,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2028,59028,5.0,,,0.1,3.615774165019082,2.910229641438117,-0.705544523580965,True,11.112168402825041,11.00791819034315,True,0.020000000000000018,1,1,0.5008319467554077,0.49916805324459235,0.1930116472545757,0.30782029950083195,0.0,0.0,0.3853820598006645,0.6146179401993356,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2028,59029,5.0,,,0.1,3.7089657109647494,2.8848985906614666,-0.8240671203032828,True,11.127235662060652,11.004285856161088,True,0.020000000000000018,1,1,0.502495840266223,0.49750415973377704,0.20133111480865223,0.3011647254575707,0.0,0.0,0.39867109634551495,0.6013289036544851,0.0,0,,
combined_bias_load,combined_bias_5pct_load_0.1Nm,2028,59030,5.0,,,0.1,3.5828938226897127,2.9549417396739903,-0.6279520830157224,True,11.114247486960434,11.020977769859318,True,0.020000000000000018,1,1,0.5041597337770383,0.49584026622296173,0.20465890183028287,0.2995008319467554,0.0,0.0,0.4019933554817276,0.5980066445182725,0.0,0,,
drift,drift_10pct,2026,59026,,,10.0,,3.547970031770079,3.547970031770079,0.0,False,11.192910215940985,11.192910215940985,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2026,59027,,,10.0,,3.4902517224221885,3.4902517224222906,1.021405182655144e-13,False,11.176944134536823,11.176944134536845,False,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2026,59028,,,10.0,,3.534028675513444,3.534028675513444,0.0,False,11.188727940748645,11.188727940748645,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
drift,drift_10pct,2026,59029,,,10.0,,3.5488472547367333,3.547407830542532,-0.0014394241942015107,True,11.189492231404348,11.189187685016627,False,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,0.9950124688279302,0.004987531172069825,0.0,0.0,0,,
drift,drift_10pct,2026,59030,,,10.0,,3.5349621185580955,3.097188467308177,-0.4377736512499184,True,11.193870217693819,11.213940961846777,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
drift,drift_10pct,2027,59026,,,10.0,,3.259255355140588,0.9956148555926004,-2.2636404995479875,True,11.15079553540816,11.113450435001903,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
drift,drift_10pct,2027,59027,,,10.0,,3.2264290232964354,0.9832465111712283,-2.243182512125207,True,11.147720307716432,11.114936978544394,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
drift,drift_10pct,2027,59028,,,10.0,,3.2486330424622953,3.2486330424622953,0.0,False,11.15499238455078,11.15499238455078,False,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
