family,condition_label,training_seed,simulation_seed,bias_percent,dropout_duration_s,drift_final_percent,post_step_load_Nm,b_fault_window_rmse,c3_fault_window_rmse,c3_minus_b_fault_window_rmse,favorable_c3_minus_b,b_overall_rmse,c3_overall_rmse,c3_sensor_fault_detected,c3_detection_latency_s,c3_reliability_entries,c3_post_event_reliability_entries,c3_sub_fraction,c3_frac_phys,c3_frac_main,c3_frac_aux,c3_frac_fb,c3_event_frac_phys,c3_event_frac_main,c3_event_frac_aux,c3_event_frac_fb,c3_recovery_events,c3_recovery_latency_s,c3_recovered_after_event
dropout,dropout_0.1s,2028,59027,,0.1,,,0.45820243183505377,0.318637378419075,-0.13956505341597875,True,10.894780929489686,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.1s,2028,59028,,0.1,,,0.3937273709428123,0.2602973715250818,-0.13342999941773048,True,10.856447724516439,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.1s,2028,59029,,0.1,,,0.548247725472281,0.39527497031741754,-0.15297275515486342,True,10.892251818556522,10.839880100113486,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.1s,2028,59030,,0.1,,,0.37707458611925776,0.28693277757884467,-0.0901418085404131,True,10.891458932107255,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2026,59026,,0.5,,,4.155366495438083,0.3476564953074304,-3.807710000130653,True,11.658001778083202,10.814365654082673,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2026,59027,,0.5,,,4.783704196733455,0.5818720698103654,-4.201832126923089,True,11.801317845453932,10.81316138508455,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2026,59028,,0.5,,,4.066576388552918,0.2746048832308786,-3.7919715053220395,True,11.652012135952216,10.813439649260706,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2026,59029,,0.5,,,4.826172896527995,0.9178023728510555,-3.9083705236769393,True,11.803364176226204,10.820978843196876,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2026,59030,,0.5,,,4.953827289705845,3.2078553346008896,-1.745971955104955,True,11.864035204180336,11.213940961846777,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_0.5s,2027,59026,,0.5,,,3.023140487143988,1.5898418485850567,-1.4332986385589312,True,11.250398486839732,11.113450435001903,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_0.5s,2027,59027,,0.5,,,2.571843666373705,1.5649907103399499,-1.0068529560337551,True,11.183213175958576,11.114936978544394,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_0.5s,2027,59028,,0.5,,,2.8750365763054573,1.0717994410539984,-1.803237135251459,True,11.237417858713545,10.84242919138909,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2027,59029,,0.5,,,2.9449030127397036,0.7657679656839852,-2.1791350470557185,True,11.227861792308095,10.823734336798125,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2027,59030,,0.5,,,3.1200295921872176,2.7769576537636946,-0.343071938423523,True,11.25523330353448,11.305131336789039,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_0.5s,2028,59026,,0.5,,,4.49458013633453,0.48597910680210304,-4.008601029532428,True,11.577160112038845,10.852147954612446,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2028,59027,,0.5,,,5.098813122730211,0.6246712039080086,-4.474141918822202,True,11.721158732600895,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2028,59028,,0.5,,,4.226222389257374,0.35419631289867015,-3.8720260763587038,True,11.532256338033775,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2028,59029,,0.5,,,5.11377308307199,0.6338196868577343,-4.479953396214256,True,11.714351953308446,10.839880100113486,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_0.5s,2028,59030,,0.5,,,4.867690901385158,0.45761268921229015,-4.410078212172868,True,11.68791909193303,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2026,59026,,1.0,,,10.34878206430911,0.2614115746413481,-10.087370489667762,True,14.013237051651956,10.814365654082673,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2026,59027,,1.0,,,11.113919249709946,0.5131427538564398,-10.600776495853506,True,14.259810729970095,10.81316138508455,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2026,59028,,1.0,,,10.324408998240433,0.24272156547110826,-10.081687432769325,True,14.012811087134567,10.813439649260706,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2026,59029,,1.0,,,11.133385769029658,0.9328174758347045,-10.200568293194953,True,14.267083629397492,10.820978843196876,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2026,59030,,1.0,,,11.401028683588427,2.9351257388468666,-8.465902944741561,True,14.366371400296593,11.213940961846777,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_1s,2027,59026,,1.0,,,9.2932628974469,1.4804154777599414,-7.812847419686958,True,13.050501969183772,11.113450435001903,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_1s,2027,59027,,1.0,,,8.764928106037047,1.4430254498597996,-7.321902656177247,True,12.906809440057755,11.114936978544394,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_1s,2027,59028,,1.0,,,9.154564348100747,0.9188583908337151,-8.235705957267031,True,13.022959684994444,10.84242919138909,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2027,59029,,1.0,,,9.201458753091963,0.6586164942793116,-8.542842258812652,True,13.017059537215449,10.823734336798125,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2027,59030,,1.0,,,9.41569886649676,2.089948185068296,-7.325750681428463,True,13.087238788850687,11.305131336789039,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_1s,2028,59026,,1.0,,,10.737444780917384,0.6212889546561051,-10.116155826261279,True,13.431343523641734,10.852147954612446,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2028,59027,,1.0,,,11.519922358628595,0.5843141196813422,-10.935608238947253,True,13.668951580476202,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2028,59028,,1.0,,,10.488074435187869,0.5150427779015453,-9.973031657286324,True,13.360538192835069,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2028,59029,,1.0,,,11.496814797059859,0.5080207324185032,-10.988794064641356,True,13.658308004601285,10.839880100113486,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_1s,2028,59030,,1.0,,,11.293933952328487,0.517149519475997,-10.77678443285249,True,13.61322797016143,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2026,59026,,2.0,,,20.388098222615493,0.25646438691589335,-20.1316338356996,True,27.32224663398825,10.814365654082673,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2026,59027,,2.0,,,20.990240976945923,0.4674412071610659,-20.522799769784857,True,27.565772552426978,10.81316138508455,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2026,59028,,2.0,,,20.388742951409395,0.2864128856114756,-20.10233006579792,True,27.323974367271774,10.813439649260706,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2026,59029,,2.0,,,20.99775294669898,0.8110631510172468,-20.186689795681733,True,27.56814020546095,10.820978843196876,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2026,59030,,2.0,,,21.23689286126967,3.2508110638308585,-17.98608179743881,True,27.67171713987368,11.213940961846777,False,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_2s,2027,59026,,2.0,,,19.64127566032404,1.204317657764339,-18.436958002559702,True,18.772633389294153,11.113450435001903,False,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_2s,2027,59027,,2.0,,,19.240748532621534,1.1804335374140416,-18.06031499520749,True,18.57658433724775,11.114936978544394,False,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_2s,2027,59028,,2.0,,,19.551684240621675,0.7021171564645521,-18.849567084157123,True,18.72918610720217,10.84242919138909,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2027,59029,,2.0,,,19.570753689729724,0.5017481714859833,-19.069005518243742,True,18.73539552772598,10.823734336798125,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2027,59030,,2.0,,,19.73916965436442,1.5902289633332958,-18.148940691031125,True,18.798298732618353,11.305131336789039,False,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,False
dropout,dropout_2s,2028,59026,,2.0,,,20.687958125419367,0.8761074641692915,-19.811850661250077,True,20.056480674200294,10.852147954612446,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2028,59027,,2.0,,,21.316149402050268,0.7933597285241265,-20.52278967352614,True,20.58224347310224,10.847302598894135,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2028,59028,,2.0,,,20.51016586482436,0.7900981517556777,-19.72006771306868,True,19.974980619611742,10.849628631581632,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2028,59029,,2.0,,,21.287572633267153,0.6035809111952525,-20.6839917220719,True,20.796512359328297,10.839880100113486,True,0.020000000000000018,1,1,0.6672212978369384,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
dropout,dropout_2s,2028,59030,,2.0,,,21.151691504451037,0.7601951286712975,-20.391496375779738,True,20.28123568323938,10.855046445770009,True,0.020000000000000018,1,1,0.670549084858569,0.32945091514143093,0.670549084858569,0.0,0.0,0.0,1.0,0.0,0.0,0,,False
load,load_0.06Nm,2026,59026,,,,0.06,0.3012834622898877,0.3012834622898877,0.0,False,10.81429830808696,10.81429830808696,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2026,59027,,,,0.06,0.19779063867922209,0.19779063867934252,1.2043144259621386e-13,False,10.809143704459764,10.809143704459766,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2026,59028,,,,0.06,0.28068707607885685,0.28068707607885685,0.0,False,10.812032200555434,10.812032200555434,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2026,59029,,,,0.06,0.26792243819137024,0.2707974283893224,0.0028749901979521764,False,10.8102480024268,10.810365936352419,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,0.9966777408637874,0.0033222591362126247,0.0,0.0,0,,
load,load_0.06Nm,2026,59030,,,,0.06,0.24988439774492788,3.126464840793794,2.876580443048866,False,10.818029729210673,11.210756532828675,,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.06Nm,2027,59026,,,,0.06,0.47068490922711953,1.1137959186553283,0.6431110094282089,False,10.834593854170228,11.128044068767682,,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.06Nm,2027,59027,,,,0.06,0.39571490399857256,1.101931837667115,0.7062169336685424,False,10.837602038284443,11.128853732346967,,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.06Nm,2027,59028,,,,0.06,0.4587446870141481,0.4587446870141481,0.0,False,10.842070160851135,10.842070160851135,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2027,59029,,,,0.06,0.4572938868175971,2.8026839632000566,2.3453900763824596,False,10.825946415467161,11.00161585465218,,,1,0,0.6638935108153078,0.33610648918469216,0.6638935108153078,0.0,0.0,0.0,1.0,0.0,0.0,0,,
load,load_0.06Nm,2027,59030,,,,0.06,0.4248580968128002,1.0865656060807847,0.6617075092679845,False,10.825748725442605,11.318524665202382,,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.06Nm,2028,59026,,,,0.06,0.22539337256236852,0.22539337256236852,0.0,False,10.815545927483416,10.815545927483416,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2028,59027,,,,0.06,0.16496429824713055,0.1649642982471371,6.5503158452884236e-15,False,10.814100987855957,10.814100987855955,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2028,59028,,,,0.06,0.21435885822892875,0.21435885822892875,0.0,False,10.814597152452563,10.814597152452563,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.06Nm,2028,59029,,,,0.06,0.2206259394811014,0.2244535506270693,0.003827611145967885,False,10.814346671908986,10.81440219720135,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,0.9966777408637874,0.0033222591362126247,0.0,0.0,0,,
load,load_0.06Nm,2028,59030,,,,0.06,0.1798829835335695,0.17490273536022563,-0.00498024817334386,True,10.821897208247995,10.821467890326076,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.15Nm,2026,59026,,,,0.15,1.0132519105351516,1.0133434556775955,9.15451424439162e-05,False,10.83594852223153,10.835952809664652,,0.08999999999999986,1,1,0.013311148086522463,0.9866888519134775,0.013311148086522463,0.0,0.0,0.973421926910299,0.026578073089700997,0.0,0.0,1,,
load,load_0.15Nm,2026,59027,,,,0.15,0.8068190746836772,0.8077625112985375,0.0009434366148602935,False,10.823308855419473,10.823344098510493,,,0,0,0.004991680532445923,0.9950083194675541,0.004991680532445923,0.0,0.0,0.9966777408637874,0.0033222591362126247,0.0,0.0,0,,
load,load_0.15Nm,2026,59028,,,,0.15,0.9373048256392739,0.9373048256392739,0.0,False,10.83053937762353,10.83053937762353,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.15Nm,2026,59029,,,,0.15,0.9396147770919152,0.9344804470117328,-0.005134330080182381,True,10.829020427019097,10.828879831268571,,,0,0,0.004991680532445923,0.9950083194675541,0.004991680532445923,0.0,0.0,0.9933554817275747,0.006644518272425249,0.0,0.0,0,,
load,load_0.15Nm,2026,59030,,,,0.15,0.8691020661798688,5.503216436659552,4.634114370479684,False,10.83405703185207,11.659906952748816,,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.15Nm,2027,59026,,,,0.15,1.6665057247140007,2.6602909801463315,0.9937852554323308,False,10.893502591547602,11.258619982831009,,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.15Nm,2027,59027,,,,0.15,1.5889568202472724,2.664848142349631,1.0758913221023585,False,10.892184578715156,11.26054457495862,,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.15Nm,2027,59028,,,,0.15,1.6575597224379988,2.989166240286018,1.3316065178480194,False,10.900510301926438,11.041742520737271,,0.9100000000000001,1,1,0.35108153078202997,0.64891846921797,0.10815307820299501,0.24292845257903495,0.0,0.29900332225913623,0.2159468438538206,0.4850498338870432,0.0,0,,
load,load_0.15Nm,2027,59029,,,,0.15,1.6727662147338553,3.1947409486164497,1.5219747338825944,False,10.88566875667505,11.055006728276197,,,1,0,0.6638935108153078,0.33610648918469216,0.24625623960066556,0.4176372712146423,0.0,0.0,0.16611295681063123,0.8338870431893688,0.0,0,,
load,load_0.15Nm,2027,59030,,,,0.15,1.6335169466300166,2.7609945839357564,1.1274776373057398,False,10.88314485113192,11.4601742361891,,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.15Nm,2028,59026,,,,0.15,0.931297696244909,3.5482139110826205,2.6169162148377114,False,10.834434439247431,11.102070770785648,,0.08999999999999986,1,1,0.4891846921797005,0.5108153078202995,0.11980033277870217,0.36938435940099834,0.0,0.023255813953488372,0.23920265780730898,0.7375415282392026,0.0,0,,
load,load_0.15Nm,2028,59027,,,,0.15,0.7760686096051839,0.7760686096051985,1.4654943925052066e-14,False,10.827409350168546,10.827409350168546,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.15Nm,2028,59028,,,,0.15,0.835317702818175,0.835317702818175,0.0,False,10.829679441698444,10.829679441698444,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.15Nm,2028,59029,,,,0.15,0.8888398185519678,0.8925682961126273,0.0037284775606595266,False,10.83149993867696,10.831669545692813,,,0,0,0.0066555740432612314,0.9933444259567388,0.0066555740432612314,0.0,0.0,0.9900332225913622,0.009966777408637873,0.0,0.0,0,,
load,load_0.15Nm,2028,59030,,,,0.15,0.8054049443998553,3.524754280810499,2.7193493364106436,False,10.83614929525357,11.104554414976995,,0.10999999999999988,1,1,0.4875207986688852,0.5124792013311148,0.12146422628951747,0.36605657237936773,0.0,0.03322259136212625,0.23588039867109634,0.7308970099667774,0.0,0,,
load,load_0.1Nm,2026,59026,,,,0.1,0.575717471200954,0.575717471200954,0.0,False,10.81987003476963,10.81987003476963,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2026,59027,,,,0.1,0.4526179047018424,0.4526179047019941,1.5171197631502764e-13,False,10.812982771996559,10.81298277199656,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2026,59028,,,,0.1,0.5491079249018981,0.5491079249018981,0.0,False,10.81718968809201,10.81718968809201,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2026,59029,,,,0.1,0.5397789225211254,0.5508360116779806,0.011057089156855215,False,10.81533328095081,10.815694505299644,,,0,0,0.004991680532445923,0.9950083194675541,0.004991680532445923,0.0,0.0,0.9933554817275747,0.006644518272425249,0.0,0.0,0,,
load,load_0.1Nm,2026,59030,,,,0.1,0.5141682053102219,4.258659560337593,3.744491355027371,False,10.822702923943378,11.395995687173295,,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.1Nm,2027,59026,,,,0.1,1.018450576867207,1.8243549684555764,0.8059043915883695,False,10.853430390821774,11.174925795174007,,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.1Nm,2027,59027,,,,0.1,0.9390741798476268,1.8259986346657577,0.886924454818131,False,10.854347347550672,11.176455509547951,,,1,0,0.9234608985024958,0.07653910149750416,0.13477537437603992,0.7886855241264559,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.1Nm,2027,59028,,,,0.1,1.0117830582576581,1.0118401711342662,5.711287660803421e-05,False,10.860837495099245,10.860840159885317,,,0,0,0.0016638935108153079,0.9983361064891847,0.0016638935108153079,0.0,0.0,0.9966777408637874,0.0033222591362126247,0.0,0.0,0,,
load,load_0.1Nm,2027,59029,,,,0.1,1.0121967813894686,2.580758331798841,1.5685615504093726,False,10.844791675873946,10.974388162968587,,,1,0,0.6638935108153078,0.33610648918469216,0.30282861896838603,0.3610648918469218,0.0,0.0,0.27906976744186046,0.7209302325581395,0.0,0,,
load,load_0.1Nm,2027,59030,,,,0.1,0.9806944944682927,1.8659060571176453,0.8852115626493526,False,10.84380533186646,11.36931858947459,,,1,0,0.9001663893510815,0.09983361064891846,0.1281198003327787,0.7720465890183028,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.1Nm,2028,59026,,,,0.1,0.504971415324733,0.504971415324733,0.0,False,10.820272666016965,10.820272666016965,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2028,59027,,,,0.1,0.40143332520750064,0.4014333252075121,1.149080830487037e-14,False,10.817202011157649,10.817202011157647,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2028,59028,,,,0.1,0.46699754497553736,0.46699754497553736,0.0,False,10.81858231341329,10.81858231341329,,,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.1Nm,2028,59029,,,,0.1,0.48428304588306437,0.4886416716178148,0.004358625734750432,False,10.818649439405979,10.818763665862168,,,0,0,0.004991680532445923,0.9950083194675541,0.004991680532445923,0.0,0.0,0.9933554817275747,0.006644518272425249,0.0,0.0,0,,
load,load_0.1Nm,2028,59030,,,,0.1,0.4277380046627486,0.4250318236403712,-0.0027061810223774074,True,10.825381537622242,10.82493984677632,,,0,0,0.0033277870216306157,0.9966722129783694,0.0033277870216306157,0.0,0.0,1.0,0.0,0.0,0.0,0,,
load,load_0.2Nm,2026,59026,,,,0.2,1.6438269251322872,4.06405821848517,2.4202312933528827,False,10.87459967335146,11.188190739547816,,0.050000000000000266,1,1,0.49417637271214643,0.5058236272878536,0.056572379367720464,0.43760399334442596,0.0,0.013289036544850499,0.11295681063122924,0.8737541528239202,0.0,0,,
load,load_0.2Nm,2026,59027,,,,0.2,1.2466922158493081,5.573074448731531,4.326382232882223,False,10.844187765585383,11.505364552265847,,0.10999999999999988,1,1,0.4858569051580699,0.5141430948419301,0.10316139767054909,0.3826955074875208,0.0,0.036544850498338874,0.19933554817275748,0.7641196013289037,0.0,0,,
load,load_0.2Nm,2026,59028,,,,0.2,1.4610927735169768,3.963297853311362,2.5022050797943853,False,10.85954668589602,11.16814734301635,,0.1499999999999999,2,2,0.3577371048252912,0.6422628951747088,0.11980033277870217,0.23793677204658903,0.0,0.2857142857142857,0.23920265780730898,0.4750830564784053,0.0,1,,
load,load_0.2Nm,2026,59029,,,,0.2,1.4271735277263904,5.884271912698743,4.457098384972353,False,10.855672139800392,11.583109206426425,,0.1200000000000001,1,1,0.4825291181364393,0.5174708818635607,0.10149750415973377,0.3810316139767055,0.0,0.03986710963455149,0.19933554817275748,0.760797342192691,0.0,0,,
load,load_0.2Nm,2026,59030,,,,0.2,1.3243880695973191,7.2765823301475425,5.952194260550224,False,10.857115421904382,12.136882400399008,,,1,0,0.9184692179700499,0.08153078202995008,0.17470881863560733,0.7437603993344426,0.0,0.0,0.0,1.0,0.0,0,,
load,load_0.2Nm,2027,59026,,,,0.2,2.2547524650640356,3.7100776855117044,1.4553252204476688,False,10.946399015684307,11.40639521286381,,,1,0,0.8585690515806988,0.14143094841930118,0.0,0.8585690515806988,0.0,0.0,0.0,1.0,0.0,0,,
