controller,scenario,seed,overall_rmse,overall_mae,fault_window_rmse,recovery_latency_s,reliability_entries,recovery_events,false_recovery_events,sub_duration_s,sub_fraction,switches,avg_episode_duration_s,frac_phys,frac_main,frac_aux,frac_fb,event_frac_aux,event_frac_fb,control_effort_u2,control_variation_du2,voltage_violations,rate_violations,optimizer_failures,main_prediction_failures,aux_prediction_failures,prediction_failure_messages,nonfinite_events,mean_solve_ms,mean_aux_inference_ms,mean_reliability_update_ms,mean_arbitration_ms,mean_extension_ms,mean_control_compute_ms,sim_time_s,main_virtual_rmse,main_virtual_mae,aux_virtual_rmse,aux_virtual_mae,selected_virtual_rmse,selected_virtual_mae,corrupted_rmse,corrupted_mae,sub_samples,baseline_provenance,baseline_matrix_sha256,timing_samples,genuine_sensor_fault_entries,genuine_sensor_fault_entries_permitted,false_sensor_fault_entries,suppressed_entry_count,suppressed_candidate_samples,suppressed_false_entry_count,suppressed_false_entries,genuine_sensor_fault_suppressed,genuine_sensor_fault_entries_suppressed,suppression_episodes,attributor_suppression_episodes,c3_candidate_samples,c3_new_entry_candidate_samples,attribution_switches,mean_attribution_dwell_s,auxiliary_misuse_events,aux_selected_while_witness_unready_samples,aux_witness_ready_fraction,untrusted_aux_fraction,untrusted_aux_candidate_samples,mean_attribution_ms,median_attribution_ms,p95_attribution_ms,p99_attribution_ms,attr_frac_normal,attr_frac_likely_sensor_fault,attr_frac_likely_plant_or_main_mismatch,attr_frac_likely_aux_mismatch,attr_frac_ambiguous,detection_latency_s,detected_event,sensor_fault_detected,run_complete,completed_samples,event_sub_fraction,false_substitution_count,false_substitution_fraction,ekf_substitution_rmse,ekf_substitution_mae,ekf_substitution_bias,corrupted_sensor_substitution_rmse,corrupted_sensor_substitution_mae,corrupted_sensor_substitution_bias,ekf_speed_rmse_all_samples,ekf_speed_mae_all_samples,ekf_speed_bias_all_samples,ekf_speed_rmse_event_window,ekf_speed_mae_event_window,ekf_speed_bias_event_window,parameter_transfer_estimator_speed_rmse,ekf_numerical_failures,ekf_nonfinite_failures,ekf_psd_failures,ekf_symmetry_failures,ekf_finite_sample_rate,ekf_failure_step,ekf_failure_message,ekf_min_cov_eigenvalue,ekf_max_cov_asymmetry,innovation_mean,innovation_mae,nis_mean,nis_p95,mean_main_inference_ms,mean_ekf_update_ms,median_ekf_update_ms,p95_ekf_update_ms,p99_ekf_update_ms,max_ekf_update_ms,total_reliability_observer_overhead_sample_count,mean_total_reliability_observer_overhead_ms,median_total_reliability_observer_overhead_ms,p95_total_reliability_observer_overhead_ms,p99_total_reliability_observer_overhead_ms,max_total_reliability_observer_overhead_ms,slsqp_solve_count,mean_slsqp_solve_ms,median_slsqp_solve_ms,p95_slsqp_solve_ms,p99_slsqp_solve_ms,max_slsqp_solve_ms,observer_parameter_mode
E_EKF_virtual_MPC,parameter_variation,19028,10.835528951168332,4.90604346959062,0.7235283131243944,,0,0.0,,0.0,0.0,,,,,,,,,7938.735786142917,154.96923722036868,0,0,0,0,0,,0,56.23665454559084,0.2704829605133052,0.009252323570215222,,,56.25991157005557,7.477515200000198,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.0,0.0,0.0,,,,,,,8.198942717104872,5.661759552028704,5.661759552028704,11.581115554813392,11.036810132375432,11.036810132375432,11.581115554813392,0.0,0.0,0.0,0.0,1.0,,,1.659539984417702e-08,0.0,0.00020017106109549131,0.0025093390039702818,0.10772176734851607,0.594855564948941,0.5288655765870788,0.24847986684885873,0.19919999976991676,0.5218999976932537,0.6159999975352548,0.9296999996877275,601.0,0.5189061564537263,0.4335000048740767,1.009799998428207,1.2017999979434535,1.7502999980933964,121.0,56.23665454559084,51.5175000000454,105.45120000097086,127.0593800007191,150.09719999943627,fixed_nominal
B_plain_MPC,parameter_variation,19029,10.831946257271778,4.847187509764019,0.6526357854134137,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7892.225098820821,145.12607335337424,0,0,0,0,0,,0,98.9606719007843,0.0,0.0,0.0,0.0,98.98295454543639,12.495116900001449,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,parameter_variation,19029,11.100589972702812,5.837951828871075,3.4914802927334554,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,1.0,3.0,0.7271214642262895,0.27287853577371046,0.0,0.0,0.0,0.0,6929.45472346592,133.9365801326779,0,0,0,0,0,,0,57.22095619833355,0.0,0.0,0.0,0.0,57.23769752076497,7.298607400000037,4.706072559272559,4.307488201031434,,,4.706072559272559,4.307488201031434,0.2556331205561425,0.20274143736365757,164,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19029,10.984899554700291,5.558446077805951,2.662473331392857,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,1.0,3.0,0.7271214642262895,0.0,0.0,0.27287853577371046,0.0,0.5448504983388704,7142.937612764691,128.63246017446897,0,0,0,0,0,,0,79.81777520668281,0.41444733219914315,0.010115662583658109,0.0071263339138760515,0.4316893286966773,79.84435041312695,10.445325700000467,3.4000430829493897,3.0832648519966677,10.176907965570397,10.137274296476217,3.3838668124855844,3.062629642946101,0.2556331205561426,0.20274143736365763,164,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,parameter_variation,19029,11.42642283164855,6.4081244470017245,5.181325225019159,,1,0.0,,1.6400000000000001,0.27287853577371046,,,,,,,,,7166.166220167618,205.97269379533944,0,0,0,0,0,,0,48.2738495867568,0.26189965572299934,0.008863166885852427,,,48.29538016544447,6.478935399998591,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.5448504983388704,164.0,0.27287853577371046,9.861476050037766,9.241578777791014,9.241578777791014,0.2556331205561425,0.20274143736365763,0.008967764615986652,6.930877245520852,4.691235398107467,4.691235398107467,9.788502054177757,9.09898615727081,9.09898615727081,9.788502054177757,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177016e-08,0.0,0.0005957195482886342,0.005046569996209835,0.4243288185661406,2.4021927223449104,0.4991371772900623,0.2324301165030489,0.19710000196937472,0.5071000014140736,0.6763000019418541,0.8312999998452142,601.0,0.4941825290417226,0.4298000021663029,1.0027999996964354,1.2272999993001577,1.4405999972950667,121.0,48.2738495867568,42.201800002658274,99.25879999718745,118.23624000171549,148.76619999995455,fixed_nominal
B_plain_MPC,parameter_variation,19030,10.832303274125305,4.8675388452832635,0.6834249074520516,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7897.956184619641,147.301894780041,0,0,0,0,0,,0,102.78906776860342,0.0,0.0,0.0,0.0,102.81208512400147,12.967883899998924,,,,,,,,,0,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,parameter_variation,19030,10.832537534843429,4.871053851221565,0.6907989470589744,,1,1.0,1.0,0.06,0.009983361064891847,4.0,1.2,0.9900166389351082,0.009983361064891847,0.0,0.0,0.0,0.0,7899.055622402099,146.40440706891434,0,0,0,0,0,,0,67.33135041300436,0.0,0.0,0.0,0.0,67.34678016518279,8.548831600000995,0.222748743077773,0.21948851105896003,,,0.222748743077773,0.21948851105896003,0.44059298699080107,0.3463440126773847,6,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3_arbitration_MPC,parameter_variation,19030,10.832083365823463,4.8377715358087325,0.6764296526678861,,1,0.0,0.0,2.17,0.3610648918469218,3.0,1.5,0.6389351081530782,0.0,0.0,0.3610648918469218,0.0,0.7209302325581395,8220.129273736533,121.91676083216319,0,0,0,0,0,,0,95.62742066107093,0.41144922548411,0.010237693626700304,0.007190877800525235,0.42887779691133554,95.6538876033854,12.349121299999751,1.2383538618646739,1.0836773848833003,12.458462605385904,12.449128962638035,1.3138253755713256,1.1658547452116055,0.22583757238675314,0.1836303751505383,217,verified_frozen_c4_development_runs,108f7875ec8af675a4aa2dce5bec833735ff499be6ead588d3accce32efe3a15,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_EKF_virtual_MPC,parameter_variation,19030,11.743219023162268,7.173404228594332,6.4441870665732095,,1,0.0,,2.18,0.3627287853577371,,,,,,,,,7293.988057940762,222.22921499889907,0,0,0,0,0,,0,51.74737272724343,0.28113924270220664,0.009612564471934596,,,51.77042396715193,6.968720199998643,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,601.0,0.7242524916943521,218.0,0.3627287853577371,9.456704803814228,8.902568061383668,8.902568061383668,0.22542418521704768,0.1832543837608078,0.011339258987993522,6.317126537051077,4.260610536737086,4.260610536737086,8.92075345724539,8.239167081909399,8.239167081909399,8.92075345724539,0.0,0.0,0.0,0.0,1.0,,,1.6595399844177022e-08,0.0,-0.00042769528249895274,0.0059363060111120025,0.4994116023611062,2.4202058444355945,0.5540839931619551,0.2658262895173223,0.20009999934700318,0.5461000000650529,0.7251000024552923,0.915000000532018,601.0,0.546902495787166,0.43200000072829425,1.0425000000395812,1.3654999966092873,1.7230000012204982,121.0,51.74737272724343,46.40530000324361,99.93430000031367,126.52543999865878,135.82730000052834,fixed_nominal
B_plain_MPC,sensor_bias_5,19026,10.95506750098994,5.513860276089946,2.966330688048684,,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6416.570303024834,215.3852925815756,0,0,0,0,0,,0,58.37989669414151,0.0,0.0,0.0,0.0,58.39430413227302,7.406836399997701,,,,,,,,,0,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1_sensor_MPC,sensor_bias_5,19026,10.80868796245771,4.616809714640719,0.3444874339422603,,1,0.0,0.0,4.01,0.6672212978369384,1.0,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6031.733572990833,78.78053255644615,0,0,0,0,0,,0,34.35378842953446,0.0,0.0,0.0,0.0,34.370809090771125,4.468652899999142,0.35600194274747765,0.3510573705935613,,,0.35600194274747765,0.3510573705935613,2.319011356014035,1.7312304459538488,401,rerun_v3_simulate_v3_run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
