population,run_id,sample,time_s,estimator,update_runtime_us
clean_heldout_test,8,165,1.649999976158142,auxiliary_LSTM,716.6
clean_heldout_test,8,166,1.659999966621399,EKF,951.2
clean_heldout_test,8,166,1.659999966621399,auxiliary_LSTM,1212.9
clean_heldout_test,8,167,1.6699999570846558,EKF,942.0
clean_heldout_test,8,167,1.6699999570846558,auxiliary_LSTM,817.8
clean_heldout_test,8,168,1.6799999475479126,EKF,511.8
clean_heldout_test,8,168,1.6799999475479126,auxiliary_LSTM,838.4
clean_heldout_test,8,169,1.690000057220459,EKF,419.2
clean_heldout_test,8,169,1.690000057220459,auxiliary_LSTM,917.2
clean_heldout_test,8,170,1.7000000476837158,EKF,418.1
clean_heldout_test,8,170,1.7000000476837158,auxiliary_LSTM,1019.9
clean_heldout_test,8,171,1.7100000381469727,EKF,414.5
clean_heldout_test,8,171,1.7100000381469727,auxiliary_LSTM,1074.2
clean_heldout_test,8,172,1.7200000286102295,EKF,418.6
clean_heldout_test,8,172,1.7200000286102295,auxiliary_LSTM,992.4
clean_heldout_test,8,173,1.7300000190734863,EKF,439.8
clean_heldout_test,8,173,1.7300000190734863,auxiliary_LSTM,1288.7
clean_heldout_test,8,174,1.7400000095367432,EKF,415.8
clean_heldout_test,8,174,1.7400000095367432,auxiliary_LSTM,910.7
clean_heldout_test,8,175,1.75,EKF,407.6
clean_heldout_test,8,175,1.75,auxiliary_LSTM,1167.7
clean_heldout_test,8,176,1.7599999904632568,EKF,410.5
clean_heldout_test,8,176,1.7599999904632568,auxiliary_LSTM,1115.6
clean_heldout_test,8,177,1.7699999809265137,EKF,424.9
clean_heldout_test,8,177,1.7699999809265137,auxiliary_LSTM,1409.3
clean_heldout_test,8,178,1.7799999713897705,EKF,418.1
clean_heldout_test,8,178,1.7799999713897705,auxiliary_LSTM,1020.4
clean_heldout_test,8,179,1.7899999618530273,EKF,410.9
clean_heldout_test,8,179,1.7899999618530273,auxiliary_LSTM,935.3
clean_heldout_test,8,180,1.7999999523162842,EKF,403.7
clean_heldout_test,8,180,1.7999999523162842,auxiliary_LSTM,1041.4
clean_heldout_test,8,181,1.809999942779541,EKF,408.2
clean_heldout_test,8,181,1.809999942779541,auxiliary_LSTM,899.8
clean_heldout_test,8,182,1.8200000524520874,EKF,430.6
clean_heldout_test,8,182,1.8200000524520874,auxiliary_LSTM,811.8
clean_heldout_test,8,183,1.8300000429153442,EKF,416.2
clean_heldout_test,8,183,1.8300000429153442,auxiliary_LSTM,808.4
clean_heldout_test,8,184,1.840000033378601,EKF,405.1
clean_heldout_test,8,184,1.840000033378601,auxiliary_LSTM,1022.3
clean_heldout_test,8,185,1.850000023841858,EKF,406.2
clean_heldout_test,8,185,1.850000023841858,auxiliary_LSTM,929.2
clean_heldout_test,8,186,1.8600000143051147,EKF,403.7
clean_heldout_test,8,186,1.8600000143051147,auxiliary_LSTM,882.7
clean_heldout_test,8,187,1.8700000047683716,EKF,496.7
clean_heldout_test,8,187,1.8700000047683716,auxiliary_LSTM,769.8
clean_heldout_test,8,188,1.8799999952316284,EKF,429.1
clean_heldout_test,8,188,1.8799999952316284,auxiliary_LSTM,868.9
clean_heldout_test,8,189,1.8899999856948853,EKF,408.5
clean_heldout_test,8,189,1.8899999856948853,auxiliary_LSTM,976.9
clean_heldout_test,8,190,1.899999976158142,EKF,404.6
clean_heldout_test,8,190,1.899999976158142,auxiliary_LSTM,1073.2
clean_heldout_test,8,191,1.909999966621399,EKF,401.2
clean_heldout_test,8,191,1.909999966621399,auxiliary_LSTM,851.2
clean_heldout_test,8,192,1.9199999570846558,EKF,433.8
clean_heldout_test,8,192,1.9199999570846558,auxiliary_LSTM,935.5
clean_heldout_test,8,193,1.9299999475479126,EKF,409.0
clean_heldout_test,8,193,1.9299999475479126,auxiliary_LSTM,821.4
clean_heldout_test,8,194,1.940000057220459,EKF,411.3
clean_heldout_test,8,194,1.940000057220459,auxiliary_LSTM,839.1
clean_heldout_test,8,195,1.9500000476837158,EKF,405.5
clean_heldout_test,8,195,1.9500000476837158,auxiliary_LSTM,814.8
clean_heldout_test,8,196,1.9600000381469727,EKF,417.9
clean_heldout_test,8,196,1.9600000381469727,auxiliary_LSTM,792.1
clean_heldout_test,8,197,1.9700000286102295,EKF,421.6
clean_heldout_test,8,197,1.9700000286102295,auxiliary_LSTM,960.6
clean_heldout_test,8,198,1.9800000190734863,EKF,438.4
clean_heldout_test,8,198,1.9800000190734863,auxiliary_LSTM,993.2
clean_heldout_test,8,199,1.9900000095367432,EKF,432.4
clean_heldout_test,8,199,1.9900000095367432,auxiliary_LSTM,856.0
clean_heldout_test,8,200,2.0,EKF,412.7
clean_heldout_test,8,200,2.0,auxiliary_LSTM,994.4
clean_heldout_test,8,201,2.009999990463257,EKF,681.8
clean_heldout_test,8,201,2.009999990463257,auxiliary_LSTM,887.2
clean_heldout_test,8,202,2.0199999809265137,EKF,968.3
clean_heldout_test,8,202,2.0199999809265137,auxiliary_LSTM,833.1
clean_heldout_test,8,203,2.0299999713897705,EKF,1793.0
clean_heldout_test,8,203,2.0299999713897705,auxiliary_LSTM,749.2
clean_heldout_test,8,204,2.0399999618530273,EKF,618.4
clean_heldout_test,8,204,2.0399999618530273,auxiliary_LSTM,853.8
clean_heldout_test,8,205,2.049999952316284,EKF,662.4
clean_heldout_test,8,205,2.049999952316284,auxiliary_LSTM,934.0
clean_heldout_test,8,206,2.059999942779541,EKF,586.5
clean_heldout_test,8,206,2.059999942779541,auxiliary_LSTM,934.7
clean_heldout_test,8,207,2.069999933242798,EKF,522.0
clean_heldout_test,8,207,2.069999933242798,auxiliary_LSTM,841.3
clean_heldout_test,8,208,2.0799999237060547,EKF,590.5
clean_heldout_test,8,208,2.0799999237060547,auxiliary_LSTM,787.2
clean_heldout_test,8,209,2.0899999141693115,EKF,551.9
clean_heldout_test,8,209,2.0899999141693115,auxiliary_LSTM,849.7
clean_heldout_test,8,210,2.0999999046325684,EKF,560.4
clean_heldout_test,8,210,2.0999999046325684,auxiliary_LSTM,832.5
clean_heldout_test,8,211,2.109999895095825,EKF,575.3
clean_heldout_test,8,211,2.109999895095825,auxiliary_LSTM,828.1
clean_heldout_test,8,212,2.119999885559082,EKF,629.0
clean_heldout_test,8,212,2.119999885559082,auxiliary_LSTM,846.2
clean_heldout_test,8,213,2.130000114440918,EKF,589.9
clean_heldout_test,8,213,2.130000114440918,auxiliary_LSTM,853.4
clean_heldout_test,8,214,2.140000104904175,EKF,578.9
clean_heldout_test,8,214,2.140000104904175,auxiliary_LSTM,952.7
clean_heldout_test,8,215,2.1500000953674316,EKF,710.1
clean_heldout_test,8,215,2.1500000953674316,auxiliary_LSTM,864.3
clean_heldout_test,8,216,2.1600000858306885,EKF,597.3
clean_heldout_test,8,216,2.1600000858306885,auxiliary_LSTM,889.4
clean_heldout_test,8,217,2.1700000762939453,EKF,1292.0
clean_heldout_test,8,217,2.1700000762939453,auxiliary_LSTM,797.2
clean_heldout_test,8,218,2.180000066757202,EKF,1316.2
clean_heldout_test,8,218,2.180000066757202,auxiliary_LSTM,718.7
clean_heldout_test,8,219,2.190000057220459,EKF,1434.8
