controller,scenario,seed,overall_rmse,overall_mae,fault_window_rmse,recovery_latency_s,reliability_entries,recovery_events,false_recovery_events,sub_duration_s,sub_fraction,switches,avg_episode_duration_s,frac_phys,frac_main,frac_aux,frac_fb,event_frac_aux,event_frac_fb,control_effort_u2,control_variation_du2,voltage_violations,rate_violations,optimizer_failures,main_prediction_failures,aux_prediction_failures,prediction_failure_messages,nonfinite_events,mean_solve_ms,mean_aux_inference_ms,mean_reliability_update_ms,mean_arbitration_ms,mean_extension_ms,mean_control_compute_ms,sim_time_s,main_virtual_rmse,main_virtual_mae,aux_virtual_rmse,aux_virtual_mae,selected_virtual_rmse,selected_virtual_mae,corrupted_rmse,corrupted_mae,sub_samples,genuine_sensor_fault_entries,genuine_sensor_fault_entries_permitted,false_sensor_fault_entries,suppressed_entry_count,suppressed_candidate_samples,suppressed_false_entry_count,suppressed_false_entries,genuine_sensor_fault_suppressed,genuine_sensor_fault_entries_suppressed,suppression_episodes,attributor_suppression_episodes,c3_candidate_samples,c3_new_entry_candidate_samples,attribution_switches,mean_attribution_dwell_s,auxiliary_misuse_events,aux_selected_while_witness_unready_samples,aux_witness_ready_fraction,untrusted_aux_fraction,untrusted_aux_candidate_samples,mean_attribution_ms,median_attribution_ms,p95_attribution_ms,p99_attribution_ms,attr_frac_normal,attr_frac_likely_sensor_fault,attr_frac_likely_plant_or_main_mismatch,attr_frac_likely_aux_mismatch,attr_frac_ambiguous,detection_latency_s,detected_event,sensor_fault_detected
B_plain_MPC,sensor_dropout,19027,27.618568590857198,23.419350228299812,21.11431034338265,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,15055.154676393064,71.67672105379239,0,0,0,0,0,,0,45.254349586775035,0.0,0.0,0.0,0.0,45.27733553726092,5.99546939999891,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_dropout,19027,10.813087227345779,4.589410417314628,0.3134092727772753,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6146.606517859631,84.16046094040146,0,0,0,0,0,,0,62.55055123955203,0.4433215145924747,0.011256110152824166,0.008288468154092767,0.4628660928993917,62.5854661158567,8.403707099998428,0.2626660256544832,0.2392307741019733,0.33563167883687456,0.23840558035618153,0.2626660256544832,0.2392307741019733,24.838137168925204,17.647962199679,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_dropout,19027,10.813087227345779,4.589410417314628,0.3134092727772753,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6146.606517859631,84.16046094040146,0,0,0,0,0,,0,61.778969421486316,0.42432013772553867,0.007977624752384645,0.00764199655245358,0.4803764199449674,61.814006611554255,8.298698300000979,0.2626660256544832,,0.33563167883687456,,0.2626660256544832,,24.838137168925204,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.040436660914590486,0.03719999949680641,0.06990000110818073,0.09896000010485324,0.07228915662650602,0.0017211703958691911,0.0,0.0,0.9259896729776248,0.0,True,True
B_plain_MPC,sensor_dropout,19028,27.544561819821876,23.362233510344232,20.91006194979112,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,15110.298601033952,72.37000693840349,0,0,0,0,0,,0,45.05922644619369,0.0,0.0,0.0,0.0,45.08372975215025,6.000250799999776,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_dropout,19028,10.826545385214931,4.73159198394702,0.4178240035235247,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6233.905352072406,104.34836373640736,0,0,0,0,0,,0,61.174391735589744,0.42252306366912784,0.01056419960416496,0.008097934618186713,0.44118519789147953,61.21018595051793,8.205009200000859,0.3471331455598059,0.33869397380194355,0.4553563298052101,0.2788509059171409,0.3471331455598059,0.33869397380194355,24.52921456597616,17.426656510009774,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_dropout,19028,10.826545385214931,4.73159198394702,0.4178240035235247,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6233.905352072406,104.34836373640736,0,0,0,0,0,,0,58.93140495872035,0.42834664377465137,0.007796213410767886,0.00743218591160633,0.4830320138982561,58.96529669425494,7.9664904000001115,0.3471331455598059,,0.4553563298052101,,0.3471331455598059,,24.52921456597616,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,5.0,0.9683333333333334,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.039456970801230534,0.036299999919719994,0.06690000009257346,0.09150000114459556,0.05335628227194492,0.0017211703958691911,0.0,0.0,0.9449225473321858,0.0,True,True
B_plain_MPC,sensor_dropout,19029,27.612124384428004,23.44450636666024,21.081824373543995,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,15126.68806219096,70.79889846399813,0,0,0,0,0,,0,46.961133057927576,0.0,0.0,0.0,0.0,46.985534710608384,6.2637257000005775,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_dropout,19029,10.823953918237274,4.652657410401222,0.3562284088353198,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6255.207645276535,99.93567711521887,0,0,0,0,0,,0,62.701051239615055,0.4175784853500436,0.01007986233625585,0.008125817581151433,0.4357841652674509,62.7335289257396,8.375566900000194,0.24087065733786578,0.21737244151777826,0.4276703010005139,0.27870666847972075,0.24087065733786578,0.21737244151777826,24.787121395981313,17.60687060269631,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_dropout,19029,10.823953918237274,4.652657410401222,0.3562284088353198,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6255.207645276535,99.93567711521887,0,0,0,0,0,,0,60.562290909082776,0.41813545611402175,0.008099311489849104,0.0070502581635120175,0.47146781408391786,60.59482396679316,8.141434899998785,0.24087065733786578,,0.4276703010005139,,0.24087065733786578,,24.787121395981313,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,5.0,0.9683333333333334,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03818278831653493,0.03599999945436139,0.06380000013450626,0.08611999874119654,0.07056798623063683,0.0017211703958691911,0.0,0.0,0.927710843373494,0.0,True,True
B_plain_MPC,sensor_dropout,19030,27.643975225324642,23.483020442470348,21.165224527458697,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,15128.222948719003,73.9457936618966,0,0,0,0,0,,0,42.676628925709494,0.0,0.0,0.0,0.0,42.698466115686365,5.641600599999947,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,sensor_dropout,19030,10.826390684745974,4.745679817389615,0.5257935977508814,,1,0.0,0.0,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6271.7796027235,115.1755088139469,0,0,0,0,0,,0,63.29355702481065,0.3944712564694163,0.009195524987408197,0.007397074021765499,0.41106385547859,63.324946281073224,8.407800099999804,0.37734757588213813,0.3726213113764073,0.46247238976167454,0.303452409026654,0.37734757588213813,0.3726213113764073,24.536752474141544,17.41787725272394,401,,,,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,0.0,True,True
C4_attribution_MPC,sensor_dropout,19030,10.826390684745974,4.745679817389615,0.5257935977508814,,1,,,4.01,0.6672212978369384,1,3.0,0.33277870216306155,0.6672212978369384,0.0,0.0,0.0,0.0,6271.7796027235,115.1755088139469,0,0,0,0,0,,0,64.8437322314681,0.4058335628021132,0.0076287435553296715,0.007229604185112029,0.45636161798242103,64.87582975200931,8.64043649999985,0.37734757588213813,,0.46247238976167454,,0.37734757588213813,,24.536752474141544,,401,1.0,1.0,0.0,0,0,0,0,0,0,0,0,401.0,3.0,3.0,1.4525000000000001,0,0.0,0.09122203098106713,0.9087779690189329,398.0,0.03566970743986609,0.03360000118846074,0.0610999995842576,0.0735200010240078,0.08261617900172118,0.0017211703958691911,0.0,0.0,0.9156626506024096,0.0,True,True
B_plain_MPC,step_reference,19026,7.058012561926362,3.75402388143891,7.058012561926362,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7079.709696976535,151.15370548816762,0,0,0,0,0,,0,90.97967851242677,0.0,0.0,0.0,0.0,91.0026206610916,11.552303599999505,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,step_reference,19026,7.058012561926362,3.75402388143891,7.058012561926362,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7079.709696976535,151.15370548816762,0,0,0,0,0,,0,89.0159272726311,0.43782168674300664,0.01042771082634059,0.006729259920029391,0.4549786574893766,89.0391413222986,11.598941399999603,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,step_reference,19026,7.058012561926362,3.75402388143891,7.058012561926362,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7079.709696976535,151.15370548816762,0,0,0,0,0,,0,88.25286446272528,0.4270388984308278,0.00800481918559445,0.005586058535530366,0.495410154778323,88.27857438017952,11.527318500000547,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.0,0.32277777777777783,0,0.0,0.7762478485370051,0.22375215146299485,0.0,0.05478037862637038,0.054900001487112604,0.0824999988253694,0.1144000005297131,0.612736660929432,0.0,0.0,0.0,0.387263339070568,,,
B_plain_MPC,step_reference,19027,7.070064336368759,3.8215771305451716,7.070064336368759,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7275.345068847466,171.61016115138233,0,0,0,0,0,,0,87.18333966945383,0.0,0.0,0.0,0.0,87.20674545454003,11.083297899998797,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,step_reference,19027,7.070064336368759,3.8215771305451716,7.070064336368759,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7275.345068847466,171.61016115138233,0,0,0,0,0,,0,88.93681570252512,0.42597710844363257,0.01068657489643066,0.006411187600837531,0.44307487094090076,88.95938677696077,11.568421399999352,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,step_reference,19027,7.070064336368759,3.8215771305451716,7.070064336368759,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7275.345068847466,171.61016115138233,0,0,0,0,0,,0,88.32192066113726,0.4084469879380651,0.007697074055074988,0.005973149743336878,0.4771096385892087,88.34868016531777,11.497044199999436,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.0,0.29050000000000004,0,0.0,0.7762478485370051,0.22375215146299485,0.0,0.05499242685273171,0.05359999886422884,0.09490000047662761,0.1470200004405342,0.5972461273666093,0.0,0.0,0.0,0.4027538726333907,,,
B_plain_MPC,step_reference,19028,7.185611429463794,3.8810919068542775,7.185611429463794,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7198.994799676835,162.92859752199348,0,0,0,0,0,,0,89.07982148754726,0.0,0.0,0.0,0.0,89.10225950412571,11.303102100000615,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,step_reference,19028,7.185611429463794,3.8810919068542775,7.185611429463794,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7198.994799676835,162.92859752199348,0,0,0,0,0,,0,88.49115371898628,0.40881927708985777,0.010125989715976275,0.006671600667201744,0.4256168674730358,88.51294545446244,11.481804400000328,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,step_reference,19028,7.185611429463794,3.8810919068542775,7.185611429463794,,0,,,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7198.994799676835,162.92859752199348,0,0,0,0,0,,0,89.4312975205823,0.42729036143690685,0.008133562872470428,0.005769535281695225,0.4957304647738219,89.45759256206927,11.673407199999929,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13.0,0.41500000000000004,0,0.0,0.7762478485370051,0.22375215146299485,0.0,0.05453700518274937,0.05520000013348181,0.088099999629776,0.11323999933665649,0.6161790017211703,0.0,0.0,0.0,0.3838209982788296,,,
B_plain_MPC,step_reference,19029,7.053916472163613,3.7229712575304084,7.053916472163613,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7116.074377609394,160.32591743722702,0,0,0,0,0,,0,92.37037190081733,0.0,0.0,0.0,0.0,92.39384214872324,11.728120800000397,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,step_reference,19029,7.074838215028585,3.9761020268155103,7.074838215028585,,1,0.0,0.0,1.6400000000000001,0.27287853577371046,1,3.0,0.7271214642262895,0.27287853577371046,0.0,0.0,0.0,0.0,7015.701224762045,144.89532154512028,0,0,0,0,0,,0,83.24552314051222,0.42530034416890283,0.010349053341424271,0.007141652318678849,0.44279104982900597,83.2717719007302,10.878618299999289,1.0623301993951935,1.0509975675219265,0.3383080099330661,0.27849593040892323,1.0623301993951935,1.0509975675219265,0.25563312055614257,0.20274143736365757,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,step_reference,19029,7.074838215028585,3.9761020268155103,7.074838215028585,,1,,,1.6400000000000001,0.27287853577371046,1,3.0,0.7271214642262895,0.27287853577371046,0.0,0.0,0.0,0.0,7015.701224762045,144.89532154512028,0,0,0,0,0,,0,79.30193057851764,0.4293927711328666,0.008703098119471564,0.006317211682941298,0.492844578343348,79.33003223148593,10.436191599999802,1.0623301993951935,,0.3383080099330661,,1.0623301993951935,,0.25563312055614257,,164,0.0,0.0,1.0,0,0,0,0,0,0,0,0,164.0,3.0,10.0,0.5281818181818182,0,0.0,0.4991394148020654,0.5008605851979346,161.0,0.048431497408068507,0.043199999709031545,0.07949999962875154,0.11066000006394466,0.4457831325301205,0.0,0.0,0.0,0.5542168674698795,,,
B_plain_MPC,step_reference,19030,7.060832797039289,3.7905917505292215,7.060832797039289,,0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7189.115164260859,165.13290608465823,0,0,0,0,0,,0,88.92345702481767,0.0,0.0,0.0,0.0,88.94577190086456,11.28349629999866,,,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C3_arbitration_MPC,step_reference,19030,7.060878675749541,3.7926481714096525,7.060878675749541,,0,0.0,0.0,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,0.0,0.0,7194.747044951408,163.5795868048709,0,0,0,0,0,,0,99.80740991727356,0.4377203097986689,0.010430120483242983,0.006433046496685245,0.45458347677859706,99.83133636351265,12.913417800000389,0.22457473949302909,0.22457473949302909,0.23534755406683416,0.23534755406683416,0.22457473949302909,0.22457473949302909,0.7702143605688292,0.7702143605688292,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,
C4_attribution_MPC,step_reference,19030,7.060878675749541,3.7926481714096525,7.060878675749541,,0,,,0.01,0.0016638935108153079,2,2.0,0.9983361064891847,0.0016638935108153079,0.0,0.0,0.0,0.0,7194.747044951408,163.5795868048709,0,0,0,0,0,,0,91.12630165288488,0.4311728054726105,0.007702237489740861,0.005842857138456523,0.4983440618371457,91.15257933877758,11.882395999999062,0.22457473949302909,,0.23534755406683416,,0.22457473949302909,,0.7702143605688292,,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,9.0,0.5810000000000001,0,0.0,0.7762478485370051,0.22375215146299485,0.0,0.05362616173633781,0.05269999928714242,0.08349999916390516,0.11535999983607391,0.6953528399311532,0.0,0.0,0.0,0.3046471600688468,,,
