scenario,controller,overall_rmse_mean,overall_rmse_std,overall_rmse_median,overall_mae_mean,overall_mae_std,overall_mae_median,fault_window_rmse_mean,fault_window_rmse_std,fault_window_rmse_median,sub_fraction_mean,sub_fraction_std,sub_fraction_median,reliability_entries_mean,reliability_entries_std,reliability_entries_median,switches_mean,switches_std,switches_median,frac_phys_mean,frac_phys_std,frac_phys_median,frac_main_mean,frac_main_std,frac_main_median,frac_aux_mean,frac_aux_std,frac_aux_median,frac_fb_mean,frac_fb_std,frac_fb_median,control_effort_u2_mean,control_effort_u2_std,control_effort_u2_median,event_frac_aux_mean,event_frac_aux_std,event_frac_aux_median,event_frac_fb_mean,event_frac_fb_std,event_frac_fb_median,optimizer_failures_mean,optimizer_failures_std,optimizer_failures_median,voltage_violations_mean,voltage_violations_std,voltage_violations_median,rate_violations_mean,rate_violations_std,rate_violations_median,main_prediction_failures_mean,main_prediction_failures_std,main_prediction_failures_median,aux_prediction_failures_mean,aux_prediction_failures_std,aux_prediction_failures_median,nonfinite_events_mean,nonfinite_events_std,nonfinite_events_median
sensor_drift,C2_aux_recovery_MPC,11.643193680509075,0.007206179266982199,11.641339788677078,7.451868559141667,0.01910427093514428,7.454456837416187,5.305418344790281,0.020338013864360835,5.2990803551898304,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,,,,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,5255.45101980515,31.17465282433502,5263.420548811709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_drift,C3_arbitration_MPC,11.643193680509075,0.007206179266982199,11.641339788677078,7.451868559141667,0.01910427093514428,7.454456837416187,5.305418344790281,0.020338013864360835,5.2990803551898304,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,,,,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,5255.45101980515,31.17465282433502,5263.420548811709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_dropout,A_PI,19.12377642319378,0.02994116118375785,19.120955537360057,15.556811126989718,0.04063035466654981,15.551863146578945,20.01134297671708,0.0624871374271405,20.01270572573141,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.437517446822,18.361896221423194,9700.154076777162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_dropout,B_plain_MPC,27.40717284520133,0.10979578206060159,27.387911140549456,23.14477775135328,0.14518246851175134,23.114323959101625,20.602783629231766,0.2707359383354524,20.55716443184842,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14946.317299227183,52.246476444345916,14930.138016492721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_dropout,C1_sensor_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_dropout,C2_aux_recovery_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_dropout,C3_arbitration_MPC,10.810823917868941,0.0029947016132158247,10.810967109632658,4.6173226515254955,0.023623545002634132,4.616695795318343,0.3711740723808011,0.1075015923403983,0.41689764199645113,0.6678868552412645,0.0009113520091600145,0.6672212978369384,,,,1.8,1.0954451150103321,1.0,0.33211314475873543,0.0009113520091600081,0.33277870216306155,0.6678868552412645,0.0009113520091600145,0.6672212978369384,0.0,0.0,0.0,0.0,0.0,0.0,6130.209799739185,37.862170155511585,6112.170317426734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_noise,A_PI,11.135517973806415,0.039076310849278206,11.14445197701229,5.779386069489493,0.2673286616500596,5.850686827238841,2.240063238239201,0.35525832972636945,2.3335757646568513,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.844968149441,22.164049449929554,6016.601082440753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_noise,B_plain_MPC,10.8408071719122,0.023114082885654932,10.838382828469697,4.837470009972104,0.1458192583336909,4.878012593937247,1.386387654422316,0.4865519785552499,1.4168208258830732,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6546.670254974177,116.14918681143072,6543.862247618477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_noise,C1_sensor_MPC,10.822041045835823,0.012596806532439607,10.820801294485868,4.801700356904304,0.1421866426024873,4.7822842924059925,0.7960289244867681,0.385147902962641,0.676211330622882,0.6655574043261231,0.002037845043912792,0.6655574043261231,,,,3.4,0.8944271909999159,3.0,0.33444259567387685,0.002037845043912792,0.33444259567387685,0.6655574043261231,0.002037845043912792,0.6655574043261231,0.0,0.0,0.0,0.0,0.0,0.0,6160.385017002422,59.99822271638105,6136.44332223251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_noise,C2_aux_recovery_MPC,10.822041045835823,0.012596806532439607,10.820801294485868,4.801700356904304,0.1421866426024873,4.7822842924059925,0.7960289244867681,0.385147902962641,0.676211330622882,0.6655574043261231,0.002037845043912792,0.6655574043261231,,,,3.4,0.8944271909999159,3.0,0.33444259567387685,0.002037845043912792,0.33444259567387685,0.6655574043261231,0.002037845043912792,0.6655574043261231,0.0,0.0,0.0,0.0,0.0,0.0,6160.385017002422,59.99822271638105,6136.44332223251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_noise,C3_arbitration_MPC,10.822041045835823,0.012596806532439607,10.820801294485868,4.801700356904304,0.1421866426024873,4.7822842924059925,0.7960289244867681,0.385147902962641,0.676211330622882,0.6655574043261231,0.002037845043912792,0.6655574043261231,,,,3.4,0.8944271909999159,3.0,0.33444259567387685,0.002037845043912792,0.33444259567387685,0.6655574043261231,0.002037845043912792,0.6655574043261231,0.0,0.0,0.0,0.0,0.0,0.0,6160.385017002422,59.99822271638105,6136.44332223251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_reference,A_PI,7.215418859566559,0.01217838309905809,7.215636580160997,4.66507080607255,0.04153346794379637,4.678371525388533,7.215418859566559,0.01217838309905809,7.215636580160997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169.4546116646725,7.375808455189319,6168.442271715407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_reference,B_plain_MPC,7.075726127394761,0.03874915808249235,7.058992200752494,3.781923176133378,0.0331102105040446,3.786616318891547,7.075726127394761,0.03874915808249235,7.058992200752494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180.129532474224,32.567536442954314,7176.878117251418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_reference,C1_sensor_MPC,7.07573058788101,0.038745960738917576,7.058992200752494,3.7820319991087237,0.0329329970183843,3.786616318891547,7.07573058788101,0.038745960738917576,7.058992200752494,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,7180.631308121838,32.07868957706059,7176.878117251418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_reference,C2_aux_recovery_MPC,7.07573058788101,0.038745960738917576,7.058992200752494,3.7820319991087237,0.0329329970183843,3.786616318891547,7.07573058788101,0.038745960738917576,7.058992200752494,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,7180.631308121838,32.07868957706059,7176.878117251418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_reference,C3_arbitration_MPC,7.07573058788101,0.038745960738917576,7.058992200752494,3.7820319991087237,0.0329329970183843,3.786616318891547,7.07573058788101,0.038745960738917576,7.058992200752494,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,1.2,1.0954451150103321,2.0,0.9990016638935109,0.0009113520091600145,0.9983361064891847,0.0009983361064891847,0.0009113520091600101,0.0016638935108153079,0.0,0.0,0.0,0.0,0.0,0.0,7180.631308121838,32.07868957706059,7176.878117251418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
