family,condition_id,training_seed,simulation_seed,event_end_s,sensor_fault_detected,first_post_event_reliability_entry_time_s,bias_percent,dropout_duration_s,drift_final_percent,post_step_load_Nm,event_start_s,reliability_entries,post_event_reliability_entries,first_entry_time_s,events_table_entries,pre_event_latch,post_event_entry,pre_and_post_entry,label,latch_phase
drift,drift_pct_5,2028,59028,6.0,False,,,,5.0,,2.0,0,0,,0,False,False,False,NO_ENTRY,NONE
drift,drift_pct_5,2028,59029,6.0,False,,,,5.0,,2.0,0,0,,0,False,False,False,NO_ENTRY,NONE
drift,drift_pct_5,2028,59030,6.0,False,,,,5.0,,2.0,0,0,,0,False,False,False,NO_ENTRY,NONE
dropout,dropout_s_0.1,2026,59026,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2026,59027,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2026,59028,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2026,59029,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2026,59030,2.1,False,,,0.1,,,2.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.1,2027,59026,2.1,False,,,0.1,,,2.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.1,2027,59027,2.1,False,,,0.1,,,2.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.1,2027,59028,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2027,59029,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2027,59030,2.1,False,,,0.1,,,2.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.1,2028,59026,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2028,59027,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2028,59028,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2028,59029,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.1,2028,59030,2.1,True,2.02,,0.1,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2026,59026,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2026,59027,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2026,59028,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2026,59029,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2026,59030,2.5,False,,,0.5,,,2.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.5,2027,59026,2.5,False,,,0.5,,,2.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.5,2027,59027,2.5,False,,,0.5,,,2.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.5,2027,59028,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2027,59029,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2027,59030,2.5,False,,,0.5,,,2.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_0.5,2028,59026,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2028,59027,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2028,59028,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2028,59029,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_0.5,2028,59030,2.5,True,2.02,,0.5,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2026,59026,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2026,59027,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2026,59028,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2026,59029,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2026,59030,3.0,False,,,1.0,,,2.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_1,2027,59026,3.0,False,,,1.0,,,2.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_1,2027,59027,3.0,False,,,1.0,,,2.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_1,2027,59028,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2027,59029,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2027,59030,3.0,False,,,1.0,,,2.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_1,2028,59026,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2028,59027,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2028,59028,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2028,59029,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_1,2028,59030,3.0,True,2.02,,1.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2026,59026,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2026,59027,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2026,59028,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2026,59029,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2026,59030,4.0,False,,,2.0,,,2.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_2,2027,59026,4.0,False,,,2.0,,,2.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_2,2027,59027,4.0,False,,,2.0,,,2.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_2,2027,59028,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2027,59029,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2027,59030,4.0,False,,,2.0,,,2.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
dropout,dropout_s_2,2028,59026,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2028,59027,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2028,59028,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2028,59029,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
dropout,dropout_s_2,2028,59030,4.0,True,2.02,,2.0,,,2.0,1,1,2.02,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.06,2026,59026,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2026,59027,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2026,59028,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2026,59029,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2026,59030,6.0,,,,,,0.06,3.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.06,2027,59026,6.0,,,,,,0.06,3.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.06,2027,59027,6.0,,,,,,0.06,3.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.06,2027,59028,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2027,59029,6.0,,,,,,0.06,3.0,1,0,2.03,1,True,False,False,PRE_EVENT_LATCH,MID_RUN_PRE_EVENT
load,load_Nm_0.06,2027,59030,6.0,,,,,,0.06,3.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.06,2028,59026,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2028,59027,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2028,59028,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2028,59029,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.06,2028,59030,6.0,,,,,,0.06,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2026,59026,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2026,59027,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2026,59028,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2026,59029,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2026,59030,6.0,,,,,,0.1,3.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.1,2027,59026,6.0,,,,,,0.1,3.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.1,2027,59027,6.0,,,,,,0.1,3.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.1,2027,59028,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2027,59029,6.0,,,,,,0.1,3.0,1,0,2.03,1,True,False,False,PRE_EVENT_LATCH,MID_RUN_PRE_EVENT
load,load_Nm_0.1,2027,59030,6.0,,,,,,0.1,3.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.1,2028,59026,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2028,59027,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2028,59028,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2028,59029,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.1,2028,59030,6.0,,,,,,0.1,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2026,59026,6.0,,3.09,,,,0.15,3.0,1,1,3.09,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.15,2026,59027,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2026,59028,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2026,59029,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2026,59030,6.0,,,,,,0.15,3.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.15,2027,59026,6.0,,,,,,0.15,3.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.15,2027,59027,6.0,,,,,,0.15,3.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.15,2027,59028,6.0,,3.91,,,,0.15,3.0,1,1,3.91,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.15,2027,59029,6.0,,,,,,0.15,3.0,1,0,2.03,1,True,False,False,PRE_EVENT_LATCH,MID_RUN_PRE_EVENT
load,load_Nm_0.15,2027,59030,6.0,,,,,,0.15,3.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.15,2028,59026,6.0,,3.09,,,,0.15,3.0,1,1,3.09,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.15,2028,59027,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2028,59028,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2028,59029,6.0,,,,,,0.15,3.0,0,0,,0,False,False,False,NO_ENTRY,NONE
load,load_Nm_0.15,2028,59030,6.0,,3.11,,,,0.15,3.0,1,1,3.11,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2026,59026,6.0,,3.0500000000000003,,,,0.2,3.0,1,1,3.0500000000000003,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2026,59027,6.0,,3.11,,,,0.2,3.0,1,1,3.11,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2026,59028,6.0,,3.15,,,,0.2,3.0,2,2,3.15,2,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2026,59029,6.0,,3.12,,,,0.2,3.0,1,1,3.12,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2026,59030,6.0,,,,,,0.2,3.0,1,0,0.5,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.2,2027,59026,6.0,,,,,,0.2,3.0,1,0,0.87,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.2,2027,59027,6.0,,,,,,0.2,3.0,1,0,0.48,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.2,2027,59028,6.0,,3.46,,,,0.2,3.0,1,1,3.46,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2027,59029,6.0,,,,,,0.2,3.0,1,0,2.03,1,True,False,False,PRE_EVENT_LATCH,MID_RUN_PRE_EVENT
load,load_Nm_0.2,2027,59030,6.0,,,,,,0.2,3.0,1,0,0.61,1,True,False,False,PRE_EVENT_LATCH,STARTUP
load,load_Nm_0.2,2028,59026,6.0,,3.0700000000000003,,,,0.2,3.0,1,1,3.0700000000000003,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2028,59027,6.0,,3.14,,,,0.2,3.0,1,1,3.14,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2028,59028,6.0,,3.13,,,,0.2,3.0,1,1,3.13,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2028,59029,6.0,,3.12,,,,0.2,3.0,1,1,3.12,1,False,True,False,POST_EVENT_ENTRY,NONE
load,load_Nm_0.2,2028,59030,6.0,,3.09,,,,0.2,3.0,1,1,3.09,1,False,True,False,POST_EVENT_ENTRY,NONE
