scenario,step,raw_y_measured,y_true,y_hat,residual,positive_cusum,negative_cusum,active_fault_state,healthy_run,substitution_flag,physical_sensor_fault
persistent_constant_bias,192,3.0,0.0,0.0,3.0,539.3778128322397,0.0,True,0,True,True
persistent_constant_bias,193,3.0,0.0,0.0,3.0,542.24684375156,0.0,True,0,True,True
persistent_constant_bias,194,3.0,0.0,0.0,3.0,545.1158746708804,0.0,True,0,True,True
persistent_constant_bias,195,3.0,0.0,0.0,3.0,547.9849055902008,0.0,True,0,True,True
persistent_constant_bias,196,3.0,0.0,0.0,3.0,550.8539365095212,0.0,True,0,True,True
persistent_constant_bias,197,3.0,0.0,0.0,3.0,553.7229674288416,0.0,True,0,True,True
persistent_constant_bias,198,3.0,0.0,0.0,3.0,556.591998348162,0.0,True,0,True,True
persistent_constant_bias,199,3.0,0.0,0.0,3.0,559.4610292674823,0.0,True,0,True,True
persistent_constant_bias,200,3.0,0.0,0.0,3.0,562.3300601868027,0.0,True,0,True,True
persistent_constant_bias,201,3.0,0.0,0.0,3.0,565.1990911061231,0.0,True,0,True,True
persistent_constant_bias,202,3.0,0.0,0.0,3.0,568.0681220254435,0.0,True,0,True,True
persistent_constant_bias,203,3.0,0.0,0.0,3.0,570.9371529447639,0.0,True,0,True,True
persistent_constant_bias,204,3.0,0.0,0.0,3.0,573.8061838640842,0.0,True,0,True,True
persistent_constant_bias,205,3.0,0.0,0.0,3.0,576.6752147834046,0.0,True,0,True,True
persistent_constant_bias,206,3.0,0.0,0.0,3.0,579.544245702725,0.0,True,0,True,True
persistent_constant_bias,207,3.0,0.0,0.0,3.0,582.4132766220454,0.0,True,0,True,True
persistent_constant_bias,208,3.0,0.0,0.0,3.0,585.2823075413658,0.0,True,0,True,True
persistent_constant_bias,209,3.0,0.0,0.0,3.0,588.1513384606861,0.0,True,0,True,True
persistent_constant_bias,210,3.0,0.0,0.0,3.0,591.0203693800065,0.0,True,0,True,True
persistent_constant_bias,211,3.0,0.0,0.0,3.0,593.8894002993269,0.0,True,0,True,True
persistent_constant_bias,212,3.0,0.0,0.0,3.0,596.7584312186473,0.0,True,0,True,True
persistent_constant_bias,213,3.0,0.0,0.0,3.0,599.6274621379677,0.0,True,0,True,True
persistent_constant_bias,214,3.0,0.0,0.0,3.0,602.496493057288,0.0,True,0,True,True
persistent_constant_bias,215,3.0,0.0,0.0,3.0,605.3655239766084,0.0,True,0,True,True
persistent_constant_bias,216,3.0,0.0,0.0,3.0,608.2345548959288,0.0,True,0,True,True
persistent_constant_bias,217,3.0,0.0,0.0,3.0,611.1035858152492,0.0,True,0,True,True
persistent_constant_bias,218,3.0,0.0,0.0,3.0,613.9726167345696,0.0,True,0,True,True
persistent_constant_bias,219,3.0,0.0,0.0,3.0,616.8416476538899,0.0,True,0,True,True
persistent_constant_bias,220,3.0,0.0,0.0,3.0,619.7106785732103,0.0,True,0,True,True
persistent_constant_bias,221,3.0,0.0,0.0,3.0,622.5797094925307,0.0,True,0,True,True
persistent_constant_bias,222,3.0,0.0,0.0,3.0,625.4487404118511,0.0,True,0,True,True
persistent_constant_bias,223,3.0,0.0,0.0,3.0,628.3177713311715,0.0,True,0,True,True
persistent_constant_bias,224,3.0,0.0,0.0,3.0,631.1868022504918,0.0,True,0,True,True
persistent_constant_bias,225,3.0,0.0,0.0,3.0,634.0558331698122,0.0,True,0,True,True
persistent_constant_bias,226,3.0,0.0,0.0,3.0,636.9248640891326,0.0,True,0,True,True
persistent_constant_bias,227,3.0,0.0,0.0,3.0,639.793895008453,0.0,True,0,True,True
persistent_constant_bias,228,3.0,0.0,0.0,3.0,642.6629259277734,0.0,True,0,True,True
persistent_constant_bias,229,3.0,0.0,0.0,3.0,645.5319568470937,0.0,True,0,True,True
persistent_constant_bias,230,3.0,0.0,0.0,3.0,648.4009877664141,0.0,True,0,True,True
persistent_constant_bias,231,3.0,0.0,0.0,3.0,651.2700186857345,0.0,True,0,True,True
persistent_constant_bias,232,3.0,0.0,0.0,3.0,654.1390496050549,0.0,True,0,True,True
persistent_constant_bias,233,3.0,0.0,0.0,3.0,657.0080805243753,0.0,True,0,True,True
persistent_constant_bias,234,3.0,0.0,0.0,3.0,659.8771114436956,0.0,True,0,True,True
persistent_constant_bias,235,3.0,0.0,0.0,3.0,662.746142363016,0.0,True,0,True,True
persistent_constant_bias,236,3.0,0.0,0.0,3.0,665.6151732823364,0.0,True,0,True,True
persistent_constant_bias,237,3.0,0.0,0.0,3.0,668.4842042016568,0.0,True,0,True,True
persistent_constant_bias,238,3.0,0.0,0.0,3.0,671.3532351209772,0.0,True,0,True,True
persistent_constant_bias,239,3.0,0.0,0.0,3.0,674.2222660402975,0.0,True,0,True,True
persistent_constant_bias,240,3.0,0.0,0.0,3.0,677.0912969596179,0.0,True,0,True,True
persistent_constant_bias,241,3.0,0.0,0.0,3.0,679.9603278789383,0.0,True,0,True,True
persistent_constant_bias,242,3.0,0.0,0.0,3.0,682.8293587982587,0.0,True,0,True,True
persistent_constant_bias,243,3.0,0.0,0.0,3.0,685.6983897175791,0.0,True,0,True,True
persistent_constant_bias,244,3.0,0.0,0.0,3.0,688.5674206368994,0.0,True,0,True,True
persistent_constant_bias,245,3.0,0.0,0.0,3.0,691.4364515562198,0.0,True,0,True,True
persistent_constant_bias,246,3.0,0.0,0.0,3.0,694.3054824755402,0.0,True,0,True,True
